02PR,America/Puerto_Rico
LFHO,Europe/Paris
LFHP,Europe/Paris
LFHQ,Europe/Paris
LFHR,Europe/Paris
LFHS,Europe/Paris
LFHT,Europe/Paris
LFHU,Europe/Paris
LFHV,Europe/Paris
LFHW,Europe/Paris
LFHX,Europe/Paris
LFHY,Europe/Paris
LFIB,Europe/Paris
LFID,Europe/Paris
LFIF,Europe/Paris
LFIG,Europe/Paris
LFIH,Europe/Paris
LFIK,Europe/Paris
LFIL,Europe/Paris
LFIM,Europe/Paris
LFIP,Europe/Paris
LFIR,Europe/Paris
LFIS,Europe/Paris
LFIT,Europe/Paris
LFIV,Europe/Paris
LFIX,Europe/Paris
LFIY,Europe/Paris
LFJA,Europe/Paris
LFJB,Europe/Paris
LFJC,Europe/Paris
LFJD,Europe/Paris
LFJE,Europe/Paris
LFJF,Europe/Paris
LFJH,Europe/Paris
LFJI,Europe/Paris
LFJL,Europe/Paris
LFJR,Europe/Paris
LFJS,Europe/Paris
LFJT,Europe/Paris
LFJU,Europe/Paris
LFJV,Europe/Paris
LFJY,Europe/Paris
LFKA,Europe/Paris
LFKB,Europe/Paris
LFKC,Europe/Paris
LFKD,Europe/Paris
LFKE,Europe/Paris
LFKF,Europe/Paris
LFKG,Europe/Paris
LFKH,Europe/Paris
LFKJ,Europe/Paris
LFKL,Europe/Paris
LFKM,Europe/Paris
LFKO,Europe/Paris
LFKP,Europe/Paris
LFKS,Europe/Paris
LFKT,Europe/Paris
LFKX,Europe/Paris
LFKY,Europe/Paris
LFLA,Europe/Paris
LFLB,Europe/Paris
LFLC,Europe/Paris
LFLD,Europe/Paris
LFLE,Europe/Paris
LFLG,Europe/Paris
LFLH,Europe/Paris
LFLI,Europe/Paris
LFLJ,Europe/Paris
LFLL,Europe/Paris
LFLM,Europe/Paris
LFLN,Europe/Paris
LFLO,Europe/Paris
LFLP,Europe/Paris
LFLQ,Europe/Paris
LFLR,Europe/Paris
LFLS,Europe/Paris
LFLT,Europe/Paris
LFLU,Europe/Paris
LFLV,Europe/Paris
LFLW,Europe/Paris
LFLX,Europe/Paris
LFLY,Europe/Paris
LFLZ,Europe/Paris
LFMA,Europe/Paris
LFMC,Europe/Paris
LFMD,Europe/Paris
LFME,Europe/Paris
LFMF,Europe/Paris
LFMG,Europe/Paris
LFMH,Europe/Paris
LFMI,Europe/Paris
LFMK,Europe/Paris
LFML,Europe/Paris
LFMN,Europe/Paris
LFMO,Europe/Paris
LFMP,Europe/Paris
LFMQ,Europe/Paris
LFMR,Europe/Paris
LFMS,Europe/Paris
LFMT,Europe/Paris
LFMU,Europe/Paris
LFMV,Europe/Paris
LFMW,Europe/Paris
LFMX,Europe/Paris
LFMY,Europe/Paris
LFMZ,Europe/Paris
LFNA,Europe/Paris
LFNB,Europe/Paris
LFNC,Europe/Paris
LFNE,Europe/Paris
LFNF,Europe/Paris
LFNG,Europe/Paris
LFNH,Europe/Paris
LFNJ,Europe/Paris
LFNL,Europe/Paris
LFNO,Europe/Paris
LFNQ,Europe/Paris
LFNR,Europe/Paris
LFNS,Europe/Paris
LFNT,Europe/Paris
LFNU,Europe/Paris
LFNV,Europe/Paris
LFNW,Europe/Paris
LFNX,Europe/Paris
LFNZ,Europe/Paris
LFOA,Europe/Paris
LFOB,Europe/Paris
LFOC,Europe/Paris
LFOD,Europe/Paris
LFOE,Europe/Paris
LFOF,Europe/Paris
LFOG,Europe/Paris
LFOH,Europe/Paris
LFOI,Europe/Paris
LFOJ,Europe/Paris
LFOK,Europe/Paris
LFOL,Europe/Paris
LFOM,Europe/Paris
LFON,Europe/Paris
LFOO,Europe/Paris
LFOP,Europe/Paris
LFOQ,Europe/Paris
LFOR,Europe/Paris
LFOS,Europe/Paris
LFOT,Europe/Paris
LFOU,Europe/Paris
LFOV,Europe/Paris
LFOW,Europe/Paris
LFOX,Europe/Paris
LFOY,Europe/Paris
LFOZ,Europe/Paris
LFPA,Europe/Paris
LFPB,Europe/Paris
LFPC,Europe/Paris
LFPD,Europe/Paris
LFPE,Europe/Paris
LFPF,Europe/Paris
LFPG,Europe/Paris
LFPH,Europe/Paris
LFPK,Europe/Paris
LFPL,Europe/Paris
LFPM,Europe/Paris
LFPN,Europe/Paris
LFPO,Europe/Paris
LFPP,Europe/Paris
LFPQ,Europe/Paris
LFPT,Europe/Paris
LFPU,Europe/Paris
LFPV,Europe/Paris
LFPX,Europe/Paris
LFPZ,Europe/Paris
LFQA,Europe/Paris
LFQB,Europe/Paris
LFQC,Europe/Paris
LFQD,Europe/Paris
LFQE,Europe/Paris
LFQF,Europe/Paris
LFQG,Europe/Paris
LFQH,Europe/Paris
LFQJ,Europe/Paris
LFQK,Europe/Paris
LFQL,Europe/Paris
LFQM,Europe/Paris
LFQN,Europe/Paris
LFQO,Europe/Paris
LFQP,Europe/Paris
LFQQ,Europe/Paris
LFQS,Europe/Paris
LFQT,Europe/Paris
LFQU,Europe/Paris
LFQV,Europe/Paris
LFQW,Europe/Paris
LFQX,Europe/Paris
LFQY,Europe/Paris
LFQZ,Europe/Paris
LFRB,Europe/Paris
LFRC,Europe/Paris
LFRD,Europe/Paris
LFRE,Europe/Paris
LFRF,Europe/Paris
LFRG,Europe/Paris
LFRH,Europe/Paris
LFRI,Europe/Paris
LFRJ,Europe/Paris
LFRK,Europe/Paris
LFRL,Europe/Paris
LFRM,Europe/Paris
LFRN,Europe/Paris
LFRO,Europe/Paris
LFRP,Europe/Paris
LFRQ,Europe/Paris
LFRS,Europe/Paris
LFRT,Europe/Paris
LFRU,Europe/Paris
LFRV,Europe/Paris
LFRW,Europe/Paris
LFRZ,Europe/Paris
LFSA,Europe/Paris
LFSB,Europe/Paris
LFSD,Europe/Paris
LFSE,Europe/Paris
LFSG,Europe/Paris
LFSH,Europe/Paris
LFSI,Europe/Paris
LFSJ,Europe/Paris
LFSK,Europe/Paris
LFSL,Europe/Paris
LFSM,Europe/Paris
LFSN,Europe/Paris
LFSO,Europe/Paris
LFSP,Europe/Paris
LFSS,Europe/Paris
LFST,Europe/Paris
LFSU,Europe/Paris
LFSV,Europe/Paris
LFSW,Europe/Paris
LFSX,Europe/Paris
LFSY,Europe/Paris
LFTF,Europe/Paris
LFTH,Europe/Paris
LFTM,Europe/Paris
LFTN,Europe/Paris
LFTP,Europe/Paris
LFTQ,Europe/Paris
LFTW,Europe/Paris
LFTZ,Europe/Paris
LFVM,America/Miquelon
LFVP,America/Miquelon
LFXA,Europe/Paris
LFXB,Europe/Paris
LFXQ,Europe/Paris
LFXU,Europe/Paris
LFYG,Europe/Paris
LFYR,Europe/Paris
LFYS,Europe/Paris
LFYV,Europe/Paris
LG54,Europe/Athens
LG55,Europe/Athens
LG56,Europe/Athens
LGAD,Europe/Athens
LGAL,Europe/Athens
LGAV,Europe/Athens
LGAX,Europe/Athens
LGBL,Europe/Athens
LGEL,Europe/Athens
LGEP,Europe/Athens
LGHI,Europe/Athens
LGIK,Europe/Athens
LGIO,Europe/Athens
LGIR,Europe/Athens
LGKA,Europe/Athens
LGKC,Europe/Athens
LGKF,Europe/Athens
LGKL,Europe/Athens
LGKM,Europe/Athens
LGKP,Europe/Athens
LGKS,Europe/Athens
LGKV,Europe/Athens
LGKY,Europe/Athens
LGKZ,Europe/Athens
LGLE,Europe/Athens
LGLM,Europe/Athens
LGLR,Europe/Athens
LGMG,Europe/Athens
LGMK,Europe/Athens
LGML,Europe/Athens
LGMT,Europe/Athens
LGNX,Europe/Athens
LGPA,Europe/Athens
LGPL,Europe/Athens
LGPZ,Europe/Athens
LGRD,Europe/Athens
LGRX,Europe/Athens
LGSD,Europe/Athens
LGSK,Europe/Athens
LGSM,Europe/Athens
LGSO,Europe/Athens
LGSP,Europe/Athens
LGSR,Europe/Athens
LGST,Europe/Athens
LGSY,Europe/Athens
LGTG,Europe/Athens
LGTP,Europe/Athens
LGTS,Europe/Athens
LGTT,Europe/Athens
LGZA,Europe/Athens
LHBC,Europe/Budapest
LHBF,Europe/Budapest
LHBI,Europe/Budapest
LHBO,Europe/Budapest
LHBP,Europe/Budapest
LHBS,Europe/Budapest
LHCL,Europe/Budapest
LHDC,Europe/Budapest
LHDK,Europe/Budapest
LHDV,Europe/Budapest
LHEM,Europe/Budapest
LHER,Europe/Budapest
LHFC,Europe/Budapest
LHFH,Europe/Budapest
LHFM,Europe/Budapest
LHFP,Europe/Budapest
LHGD,Europe/Budapest
LHGR,Europe/Budapest
LHGY,Europe/Budapest
LHHH,Europe/Budapest
LHHO,Europe/Budapest
LHJK,Europe/Budapest
LHKD,Europe/Budapest
LHKE,Europe/Budapest
LHKH,Europe/Budapest
LHKI,Europe/Budapest
LHKK,Europe/Budapest
LHKT,Europe/Budapest
LHKV,Europe/Budapest
LHLI,Europe/Budapest
LHMR,Europe/Budapest
LHNK,Europe/Budapest
LHNS,Europe/Budapest
LHNY,Europe/Budapest
LHOY,Europe/Budapest
LHPA,Europe/Budapest
LHPP,Europe/Budapest
LHPR,Europe/Budapest
LHSA,Europe/Budapest
LHSB,Europe/Budapest
LHSI,Europe/Budapest
LHSK,Europe/Budapest
LHSM,Europe/Budapest
LHSN,Europe/Budapest
LHSS,Europe/Budapest
LHSU,Europe/Budapest
LHSY,Europe/Budapest
LHSZ,Europe/Budapest
LHTA,Europe/Budapest
LHTL,Europe/Budapest
LHTM,Europe/Budapest
LHUD,Europe/Budapest
LHUH,Europe/Budapest
LHVE,Europe/Budapest
LHZA,Europe/Budapest
LHZK,Europe/Budapest
LIAA,Europe/Rome
LIAF,Europe/Rome
LIAL,Europe/Rome
LIAP,Europe/Rome
LIAQ,Europe/Rome
LIAR,Europe/Rome
LIAT,Europe/Rome
LIAU,Europe/Rome
LIBA,Europe/Rome
LIBC,Europe/Rome
LIBD,Europe/Rome
LIBF,Europe/Rome
LIBG,Europe/Rome
LIBN,Europe/Rome
LIBP,Europe/Rome
LIBR,Europe/Rome
LIBV,Europe/Rome
LICA,Europe/Rome
LICB,Europe/Rome
LICC,Europe/Rome
LICD,Europe/Rome
LICG,Europe/Rome
LICJ,Europe/Rome
LICP,Europe/Rome
LICR,Europe/Rome
LICT,Europe/Rome
LICZ,Europe/Rome
LIDA,Europe/Rome
LIDB,Europe/Rome
LIDC,Europe/Rome
LIDE,Europe/Rome
LIDF,Europe/Rome
LIDG,Europe/Rome
LIDH,Europe/Rome
LIDL,Europe/Rome
LIDP,Europe/Rome
LIDR,Europe/Rome
LIDT,Europe/Rome
LIDU,Europe/Rome
LIDV,Europe/Rome
LIDW,Europe/Rome
LIEA,Europe/Rome
LIED,Europe/Rome
LIEE,Europe/Rome
LIEO,Europe/Rome
LIER,Europe/Rome
LIET,Europe/Rome
LIGT,Europe/Rome
LIKD,Europe/San_Marino
LILA,Europe/Rome
LILB,Europe/Rome
LILC,Europe/Rome
LILE,Europe/Rome
LILG,Europe/Rome
LILH,Europe/Rome
LILI,Europe/Rome
LILM,Europe/Rome
LILN,Europe/Rome
LILO,Europe/Rome
LILQ,Europe/Rome
LILR,Europe/Rome
LILV,Europe/Rome
LIMA,Europe/Rome
LIMB,Europe/Rome
LIMC,Europe/Rome
LIME,Europe/Rome
LIMF,Europe/Rome
LIMG,Europe/Rome
LIMJ,Europe/Rome
LIML,Europe/Rome
LIMN,Europe/Rome
LIMP,Europe/Rome
LIMR,Europe/Rome
LIMS,Europe/Rome
LIMW,Europe/Rome
LIMZ,Europe/Rome
LINF,Europe/Rome
LINL,Europe/Rome
LIPA,Europe/Rome
LIPB,Europe/Rome
LIPC,Europe/Rome
LIPD,Europe/Rome
LIPE,Europe/Rome
LIPF,Europe/Rome
LIPG,Europe/Rome
LIPH,Europe/Rome
LIPI,Europe/Rome
LIPK,Europe/Rome
LIPL,Europe/Rome
LIPM,Europe/Rome
LIPN,Europe/Rome
LIPO,Europe/Rome
LIPQ,Europe/Rome
LIPR,Europe/Rome
LIPS,Europe/Rome
LIPU,Europe/Rome
LIPV,Europe/Rome
LIPX,Europe/Rome
LIPY,Europe/Rome
LIPZ,Europe/Rome
LIQB,Europe/Rome
LIQG,Europe/Rome
LIQL,Europe/Rome
LIQN,Europe/Rome
LIQS,Europe/Rome
LIQW,Europe/Rome
LIRA,Europe/Rome
LIRE,Europe/Rome
LIRF,Europe/Rome
LIRG,Europe/Rome
LIRH,Europe/Rome
LIRI,Europe/Rome
LIRJ,Europe/Rome
LIRL,Europe/Rome
LIRM,Europe/Rome
LIRN,Europe/Rome
LIRP,Europe/Rome
LIRQ,Europe/Rome
LIRS,Europe/Rome
LIRU,Europe/Rome
LIRV,Europe/Rome
LIRZ,Europe/Rome
LIVD,Europe/Rome
LIVV,Europe/Rome
LJAJ,Europe/Ljubljana
LJBL,Europe/Ljubljana
LJBO,Europe/Ljubljana
LJCE,Europe/Ljubljana
LJCL,Europe/Ljubljana
LJDI,Europe/Ljubljana
LJLJ,Europe/Ljubljana
LJMB,Europe/Ljubljana
LJMS,Europe/Ljubljana
LJNM,Europe/Ljubljana
LJPO,Europe/Ljubljana
LJPT,Europe/Ljubljana
LJPZ,Europe/Ljubljana
LJSG,Europe/Ljubljana
LJSK,Europe/Ljubljana
LJVE,Europe/Ljubljana
LKBA,Europe/Prague
LKBE,Europe/Prague
LKBO,Europe/Prague
LKBR,Europe/Prague
LKBU,Europe/Prague
LKCB,Europe/Prague
LKCE,Europe/Prague
LKCH,Europe/Prague
LKCM,Europe/Prague
LKCR,Europe/Prague
LKCS,Europe/Prague
LKCT,Europe/Prague
LKCV,Europe/Prague
LKDK,Europe/Prague
LKER,Europe/Prague
LKFR,Europe/Prague
LKHB,Europe/Prague
LKHC,Europe/Prague
LKHD,Europe/Prague
LKHK,Europe/Prague
LKHN,Europe/Prague
LKHS,Europe/Prague
LKHV,Europe/Prague
LKJA,Europe/Prague
LKJC,Europe/Prague
LKJH,Europe/Prague
LKJI,Europe/Prague
LKKA,Europe/Prague
LKKB,Europe/Prague
LKKC,Europe/Prague
LKKL,Europe/Prague
LKKM,Europe/Prague
LKKO,Europe/Prague
LKKR,Europe/Prague
LKKT,Europe/Prague
LKKU,Europe/Prague
LKKV,Europe/Prague
LKKY,Europe/Prague
LKLB,Europe/Prague
LKLN,Europe/Prague
LKLT,Europe/Prague
LKMB,Europe/Prague
LKMH,Europe/Prague
LKMI,Europe/Prague
LKMK,Europe/Prague
LKMO,Europe/Prague
LKMT,Europe/Prague
LKNA,Europe/Prague
LKNM,Europe/Prague
LKNY,Europe/Prague
LKOL,Europe/Prague
LKOT,Europe/Prague
LKPA,Europe/Prague
LKPC,Europe/Prague
LKPD,Europe/Prague
LKPI,Europe/Prague
LKPJ,Europe/Prague
LKPL,Europe/Prague
LKPM,Europe/Prague
LKPN,Europe/Prague
LKPO,Europe/Prague
LKPR,Europe/Prague
LKPS,Europe/Prague
LKRA,Europe/Prague
LKRK,Europe/Prague
LKRO,Europe/Prague
LKRY,Europe/Prague
LKSA,Europe/Prague
LKSB,Europe/Prague
LKSK,Europe/Prague
LKSN,Europe/Prague
LKSO,Europe/Prague
LKSR,Europe/Prague
LKST,Europe/Prague
LKSU,Europe/Prague
LKSZ,Europe/Prague
LKTA,Europe/Prague
LKTB,Europe/Prague
LKTC,Europe/Prague
LKTD,Europe/Prague
LKTO,Europe/Prague
LKUL,Europe/Prague
LKUO,Europe/Prague
LKVL,Europe/Prague
LKVM,Europe/Prague
LKVO,Europe/Prague
LKVP,Europe/Prague
LKVR,Europe/Prague
LKVY,Europe/Prague
LKZA,Europe/Prague
LKZB,Europe/Prague
LKZD,Europe/Prague
LKZM,Europe/Prague
LKZN,Europe/Prague
LMML,Europe/Malta
LOAA,Europe/Vienna
LOAB,Europe/Vienna
LOAD,Europe/Vienna
LOAG,Europe/Vienna
LOAN,Europe/Vienna
LOAR,Europe/Vienna
LOAS,Europe/Vienna
LOAU,Europe/Vienna
LOAV,Europe/Vienna
LOGF,Europe/Vienna
LOGG,Europe/Vienna
LOGI,Europe/Vienna
LOGK,Europe/Vienna
LOGL,Europe/Vienna
LOGM,Europe/Vienna
LOGO,Europe/Vienna
LOGP,Europe/Vienna
LOGT,Europe/Vienna
LOGW,Europe/Vienna
LOIH,Europe/Vienna
LOIJ,Europe/Vienna
LOIK,Europe/Vienna
LOIR,Europe/Vienna
LOKF,Europe/Vienna
LOKG,Europe/Vienna
LOKH,Europe/Vienna
LOKL,Europe/Vienna
LOKM,Europe/Vienna
LOKN,Europe/Vienna
LOKR,Europe/Vienna
LOKW,Europe/Vienna
LOLC,Europe/Vienna
LOLE,Europe/Vienna
LOLF,Europe/Vienna
LOLG,Europe/Vienna
LOLH,Europe/Vienna
LOLK,Europe/Vienna
LOLM,Europe/Vienna
LOLO,Europe/Vienna
LOLS,Europe/Vienna
LOLT,Europe/Vienna
LOLU,Europe/Vienna
LOLW,Europe/Vienna
LOSM,Europe/Vienna
LOWG,Europe/Vienna
LOWI,Europe/Vienna
LOWK,Europe/Vienna
LOWL,Europe/Vienna
LOWS,Europe/Vienna
LOWW,Europe/Vienna
LOWZ,Europe/Vienna
LOXA,Europe/Vienna
LOXN,Europe/Vienna
LOXT,Europe/Vienna
LOXZ,Europe/Vienna
LP77,Europe/Lisbon
LPAR,Europe/Lisbon
LPAV,Europe/Lisbon
LPAZ,Atlantic/Azores
LPBG,Europe/Lisbon
LPBJ,Europe/Lisbon
LPBR,Europe/Lisbon
LPCB,Europe/Lisbon
LPCH,Europe/Lisbon
LPCO,Europe/Lisbon
LPCR,Atlantic/Azores
LPCS,Europe/Lisbon
LPEV,Europe/Lisbon
LPFL,Atlantic/Azores
LPFR,Europe/Lisbon
LPGR,Atlantic/Azores
LPHR,Atlantic/Azores
LPIN,Europe/Lisbon
LPJF,Europe/Lisbon
LPLA,Atlantic/Azores
LPLZ,Europe/Lisbon
LPMA,Atlantic/Madeira
LPMF,Europe/Lisbon
LPMI,Europe/Lisbon
LPMO,Europe/Lisbon
LPMR,Europe/Lisbon
LPMT,Europe/Lisbon
LPMU,Europe/Lisbon
LPOV,Europe/Lisbon
LPPD,Atlantic/Azores
LPPI,Atlantic/Azores
LPPM,Europe/Lisbon
LPPR,Europe/Lisbon
LPPS,Atlantic/Madeira
LPPT,Europe/Lisbon
LPSC,Europe/Lisbon
LPSJ,Atlantic/Azores
LPSO,Europe/Lisbon
LPSR,Europe/Lisbon
LPST,Europe/Lisbon
LPTN,Europe/Lisbon
LPVL,Europe/Lisbon
LPVR,Europe/Lisbon
LPVZ,Europe/Lisbon
LQBI,Europe/Sarajevo
LQBK,Europe/Sarajevo
LQJL,Europe/Sarajevo
LQLV,Europe/Sarajevo
LQMO,Europe/Sarajevo
LQMP,Europe/Sarajevo
LQNI,Europe/Sarajevo
LQPD,Europe/Sarajevo
LQPP,Europe/Sarajevo
LQSA,Europe/Sarajevo
LQTZ,Europe/Sarajevo
LQVI,Europe/Sarajevo
LR79,Europe/Bucharest
LR80,Europe/Bucharest
LR82,Europe/Bucharest
LRAR,Europe/Bucharest
LRBC,Europe/Bucharest
LRBM,Europe/Bucharest
LRBN,Europe/Bucharest
LRBS,Europe/Bucharest
LRBV,Europe/Bucharest
LRCD,Europe/Bucharest
LRCK,Europe/Bucharest
LRCL,Europe/Bucharest
LRCN,Europe/Bucharest
LRCS,Europe/Bucharest
LRCT,Europe/Bucharest
LRCV,Europe/Bucharest
LRFL,Europe/Bucharest
LRIA,Europe/Bucharest
LROD,Europe/Bucharest
LROP,Europe/Bucharest
LRPH,Europe/Bucharest
LRPT,Europe/Bucharest
LRPV,Europe/Bucharest
LRSB,Europe/Bucharest
LRSM,Europe/Bucharest
LRSV,Europe/Bucharest
LRTC,Europe/Bucharest
LRTM,Europe/Bucharest
LRTR,Europe/Bucharest
LRTZ,Europe/Bucharest
LSGB,Europe/Zurich
LSGC,Europe/Zurich
LSGE,Europe/Zurich
LSGG,Europe/Zurich
LSGK,Europe/Zurich
LSGL,Europe/Zurich
LSGN,Europe/Zurich
LSGP,Europe/Zurich
LSGR,Europe/Zurich
LSGS,Europe/Zurich
LSGT,Europe/Zurich
LSGY,Europe/Zurich
LSKV,Europe/Bratislava
LSMA,Europe/Zurich
LSMD,Europe/Zurich
LSME,Europe/Zurich
LSML,Europe/Zurich
LSMM,Europe/Zurich
LSMP,Europe/Zurich
LSPA,Europe/Zurich
LSPD,Europe/Zurich
LSPF,Europe/Zurich
LSPG,Europe/Zurich
LSPH,Europe/Zurich
LSPL,Europe/Zurich
LSPM,Europe/Zurich
LSPN,Europe/Zurich
LSPO,Europe/Zurich
LSPU,Europe/Zurich
LSPV,Europe/Zurich
LSTA,Europe/Zurich
LSTB,Europe/Zurich
LSTO,Europe/Zurich
LSTR,Europe/Zurich
LSTS,Europe/Zurich
LSTZ,Europe/Zurich
LSVD,Europe/Zurich
LSVP,Europe/Zurich
LSVV,Europe/Zurich
LSYI,Europe/Zurich
LSYK,Europe/Zurich
LSYR,Europe/Zurich
LSYX,Europe/Zurich
LSZA,Europe/Zurich
LSZB,Europe/Zurich
LSZC,Europe/Zurich
LSZE,Europe/Zurich
LSZF,Europe/Zurich
LSZG,Europe/Zurich
LSZH,Europe/Zurich
LSZI,Europe/Zurich
LSZJ,Europe/Zurich
LSZK,Europe/Zurich
LSZL,Europe/Zurich
LSZM,Europe/Zurich
LSZN,Europe/Zurich
LSZO,Europe/Zurich
LSZP,Europe/Zurich
LSZQ,Europe/Zurich
LSZR,Europe/Zurich
LSZS,Europe/Zurich
LSZT,Europe/Zurich
LSZU,Europe/Zurich
LSZV,Europe/Zurich
LSZW,Europe/Zurich
LSZX,Europe/Zurich
LTBA,Europe/Istanbul
LTBU,Europe/Istanbul
LTBW,Europe/Istanbul
LTFM,Europe/Istanbul
LUBL,Europe/Chisinau
LUBM,Europe/Chisinau
LUCH,Europe/Chisinau
LUKK,Europe/Chisinau
LUTR,Europe/Chisinau
LW66,Europe/Skopje
LW67,Europe/Skopje
LW70,Europe/Skopje
LW71,Europe/Skopje
LW73,Europe/Skopje
LW74,Europe/Skopje
LW75,Europe/Skopje
LWOH,Europe/Skopje
LWSK,Europe/Skopje
LWST,Europe/Skopje
LXGB,Europe/Gibraltar
LY87,Europe/Belgrade
LY89,Europe/Belgrade
LYBE,Europe/Belgrade
LYBJ,Europe/Belgrade
LYBR,Europe/Podgorica
LYBT,Europe/Belgrade
LYCA,Europe/Belgrade
LYJA,Europe/Belgrade
LYKA,Europe/Belgrade
LYKI,Europe/Belgrade
LYKS,Europe/Belgrade
LYKT,Europe/Belgrade
LYKV,Europe/Belgrade
LYLE,Europe/Belgrade
LYNI,Europe/Belgrade
LYNK,Europe/Podgorica
LYNS,Europe/Belgrade
LYPA,Europe/Belgrade
LYPG,Europe/Podgorica
LYPN,Europe/Belgrade
LYPO,Europe/Podgorica
LYSM,Europe/Belgrade
LYSP,Europe/Belgrade
LYSU,Europe/Belgrade
LYTR,Europe/Belgrade
LYTV,Europe/Podgorica
LYUZ,Europe/Belgrade
LYVA,Europe/Belgrade
LYVR,Europe/Belgrade
LYZR,Europe/Belgrade
LZBD,Europe/Bratislava
LZDB,Europe/Bratislava
LZDV,Europe/Bratislava
LZHL,Europe/Bratislava
LZIB,Europe/Bratislava
LZJS,Europe/Bratislava
LZKC,Europe/Bratislava
LZKZ,Europe/Bratislava
LZLU,Europe/Bratislava
LZMA,Europe/Bratislava
LZMC,Europe/Bratislava
LZNI,Europe/Bratislava
LZNZ,Europe/Bratislava
LZOC,Europe/Bratislava
LZPE,Europe/Bratislava
LZPP,Europe/Bratislava
LZPT,Europe/Bratislava
LZPW,Europe/Bratislava
LZRU,Europe/Bratislava
LZRY,Europe/Bratislava
LZSE,Europe/Bratislava
LZSK,Europe/Bratislava
LZSL,Europe/Bratislava
LZSV,Europe/Bratislava
LZSY,Europe/Bratislava
LZTN,Europe/Bratislava
LZTR,Europe/Bratislava
LZTT,Europe/Bratislava
LZZI,Europe/Bratislava
MBAC,America/Grand_Turk
MBGT,America/Grand_Turk
MBMC,America/Grand_Turk
MBNC,America/Grand_Turk
MBPI,America/Grand_Turk
MBPV,America/Grand_Turk
MBSC,America/Grand_Turk
MBSY,America/Grand_Turk
MDAB,America/Santo_Domingo
MDAD,America/Santo_Domingo
MDAN,America/Santo_Domingo
MDBA,America/Santo_Domingo
MDBC,America/Santo_Domingo
MDBE,America/Santo_Domingo
MDBG,America/Santo_Domingo
MDBH,America/Santo_Domingo
MDBL,America/Santo_Domingo
MDBM,America/Santo_Domingo
MDCR,America/Santo_Domingo
MDCY,America/Santo_Domingo
MDCZ,America/Santo_Domingo
MDDJ,America/Santo_Domingo
MDER,America/Santo_Domingo
MDES,America/Santo_Domingo
MDHN,America/Santo_Domingo
MDJB,America/Santo_Domingo
MDLL,America/Santo_Domingo
MDLM,America/Santo_Domingo
MDLR,America/Santo_Domingo
MDMA,America/Santo_Domingo
MDMC,America/Santo_Domingo
MDPC,America/Santo_Domingo
MDPM,America/Santo_Domingo
MDPP,America/Santo_Domingo
MDSA,America/Santo_Domingo
MDSD,America/Santo_Domingo
MDSI,America/Santo_Domingo
MDSP,America/Santo_Domingo
MDST,America/Santo_Domingo
MDWO,America/Santo_Domingo
MECT,America/Costa_Rica
MG13,America/Guatemala
MGBN,America/Guatemala
MGCB,America/Guatemala
MGCR,America/Guatemala
MGCT,America/Guatemala
MGES,America/Guatemala
MGGT,America/Guatemala
MGHH,America/Guatemala
MGHT,America/Guatemala
MGJU,America/Guatemala
MGLL,America/Guatemala
MGML,America/Guatemala
MGPB,America/Guatemala
MGPG,America/Guatemala
MGPP,America/Guatemala
MGQC,America/Guatemala
MGQZ,America/Guatemala
MGRB,America/Guatemala
MGRD,America/Guatemala
MGRF,America/Guatemala
MGRT,America/Guatemala
MGSJ,America/Guatemala
MGSM,America/Guatemala
MGTK,America/Guatemala
MGZA,America/Guatemala
MHAC,America/Tegucigalpa
MHAG,America/Tegucigalpa
MHAH,America/Tegucigalpa
MHAL,America/Tegucigalpa
MHAN,America/Tegucigalpa
MHAP,America/Tegucigalpa
MHAR,America/Tegucigalpa
MHAU,America/Tegucigalpa
MHAY,America/Tegucigalpa
MHAZ,America/Tegucigalpa
MHBA,America/Tegucigalpa
MHBE,America/Tegucigalpa
MHBL,America/Tegucigalpa
MHCA,America/Tegucigalpa
MHCB,America/Tegucigalpa
MHCI,America/Tegucigalpa
MHCM,America/Tegucigalpa
MHCO,America/Tegucigalpa
MHCR,America/Tegucigalpa
MHCS,America/Tegucigalpa
MHCU,America/Tegucigalpa
MHDU,America/Tegucigalpa
MHEA,America/Tegucigalpa
MHEC,America/Tegucigalpa
MHEI,America/Tegucigalpa
MHEL,America/Tegucigalpa
MHEN,America/Tegucigalpa
MHEZ,America/Tegucigalpa
MHFA,America/Tegucigalpa
MHFC,America/Tegucigalpa
MHFN,America/Tegucigalpa
MHGA,America/Tegucigalpa
MHGB,America/Tegucigalpa
MHGC,America/Tegucigalpa
MHGE,America/Tegucigalpa
MHGR,America/Tegucigalpa
MHGS,America/Tegucigalpa
MHGY,America/Tegucigalpa
MHHE,America/Tegucigalpa
MHHG,America/Tegucigalpa
MHHO,America/Tegucigalpa
MHIC,America/Tegucigalpa
MHIN,America/Tegucigalpa
MHIR,America/Tegucigalpa
MHJE,America/Tegucigalpa
MHJI,America/Tegucigalpa
MHJO,America/Tegucigalpa
MHJQ,America/Tegucigalpa
MHJU,America/Tegucigalpa
MHLA,America/Tegucigalpa
MHLC,America/Tegucigalpa
MHLE,America/Tegucigalpa
MHLF,America/Tegucigalpa
MHLG,America/Tegucigalpa
MHLI,America/Tegucigalpa
MHLJ,America/Tegucigalpa
MHLM,America/Tegucigalpa
MHLN,America/Tegucigalpa
MHLP,America/Tegucigalpa
MHLS,America/Tegucigalpa
MHLT,America/Tegucigalpa
